restaurant_name,inspection_type,inspection_date,inspection_score,zip_code,street_address,inspection_month,inspection_year
AVENUE,Routine,07/06/2018,94,75204,2912 MCKINNEY AVE,Jul 2018,FY2018
EMBASSY SUITES PARK CENTRAL - BAR,Routine,11/06/2018,93,75243,13131 N CENTRAL EXPW,Nov 2018,FY2019
QUICK MART 108,Routine,08/15/2018,88,75206,5329 ROSS AVE,Aug 2018,FY2018
SUBWAY,Routine,01/26/2017,94,75202,509 ELM ST #150,Jan 2017,FY2017
C-STORE ROYAL DENNIS,Routine,09/05/2018,94,75229,2903 ROYAL LN,Sep 2018,FY2018
THE CAFE @ 9400 (FIXED FACILITY),Routine,03/18/2019,90,75231,9400 N CENTRAL EXPW STE #500,Mar 2019,FY2019
HYATT PLACE DALLAS NORTH,Routine,10/18/2016,96,75254,5229 SPRING VALLEY RD,Oct 2016,FY2017
RODRIGUEZ MEXICAN GRILL,Routine,08/03/2017,80,75217,8009 LAKE JUNE RD,Aug 2017,FY2017
BURGER KING,Routine,06/08/2017,98,75240,5575 PETERSON LN,Jun 2017,FY2017
MONTESSORI ACADEMY AT ONESIMO HERNANDEZ ELEMENTARY,Routine,10/16/2017,97,75235,5555 MAPLE AVE,Oct 2017,FY2018
LUPITA'S RESTAURANT Y TAQUERIA,Routine,04/25/2017,81,75208,1965 FORT WORTH AVE,Apr 2017,FY2017
LONE STAR WINGS,Routine,08/15/2017,89,75228,6155 SAMUELL BLVD #200,Aug 2017,FY2017
THE ROYAL POUR WHITE ROCK,Follow-up,05/21/2018,75,75218,9909 GARLAND RD #100,May 2018,FY2018
LIBERTY JR HIGH SCHOOL,Routine,03/29/2018,97,75243,10330 LAWLER RD,Mar 2018,FY2018
RICE ELEMENTARY SCHOOL,Routine,03/18/2019,90,75215,2425 PINE ST,Mar 2019,FY2019
NAZCA KITCHEN,Routine,06/14/2017,84,75204,3700 MCKINNEY AVE #140,Jun 2017,FY2017
DOC POPCORN,Routine,11/02/2016,95,75201,920 S HARWOOD DR #179,Nov 2016,FY2017
SNACKS & MORE,Routine,11/30/2017,100,75228,3727 DILIDO RD #114,Nov 2017,FY2018
OAK,Routine,06/13/2017,86,75207,1628 OAK LAWN AVE #A,Jun 2017,FY2017
TACOS Y MAS,Routine,03/05/2019,92,75223,2730 SAMUELL BLVD #170,Mar 2019,FY2019
EL POLLO REGIO,Routine,03/06/2019,87,75233,2410 W ILLINOIS AVE,Mar 2019,FY2019
UNITED CATERERS,Routine,01/18/2018,91,75051,502 IDLEWILD RD,Jan 2018,FY2018
EL TIBURON SEAFOOD,Routine,07/11/2018,68,75214,5522 COLUMBIA AVE,Jul 2018,FY2018
TUYET TOFU,Follow-up,03/27/2018,86,75243,9780 WALNUT ST #260,Mar 2018,FY2018
LA MICHOACANA MEAT MARKET,Routine,01/29/2019,91,75238,9850 WALNUT HILL LN 224,Jan 2019,FY2019
HAN BAT SHULLUNG TANG,Routine,01/14/2019,80,75229,2257 ROYAL LN #101,Jan 2019,FY2019
WHOLE FOOD MARKET GROCERY,Routine,03/12/2018,97,75214,2118 ABRAMS RD,Mar 2018,FY2018
ARAMARK CHRIST FOR THE NATIONS,Routine,03/23/2018,80,75224,350 W KIEST BLVD,Mar 2018,FY2018
ZAPP KITCHEN LAO & THAI STREETS EATS LLC,Routine,01/11/2017,94,75206,6107 GREENVILLE AVE,Jan 2017,FY2017
HOT DONUTS & BAKERY,Routine,02/22/2018,95,75238,12915 JUPITER RD,Feb 2018,FY2018
DALLAS FISH MARKET,Routine,02/06/2018,96,75201,1501 MAIN ST #FL1,Feb 2018,FY2018
WILMER HUTCHIN ISD CULINARY ARTS PROGRAM,Routine,05/30/2017,92,75241,5520 LANGDON RD,May 2017,FY2017
HIGHLAND SPRINGS - REUNION GRILL,Routine,04/22/2019,99,75252,8060 FRANKFORD RD,Apr 2019,FY2019
7-ELEVEN,Routine,07/28/2017,99,75209,5601 LEMMON AVE,Jul 2017,FY2017
CUZCO CUISINE,Routine,04/04/2018,66,75243,9220 SKILLMAN ST #124,Apr 2018,FY2018
WALNUT GAS & MORE,Routine,11/07/2018,91,75243,13010 ABRAMS RD,Nov 2018,FY2019
VILLAGE BAKING CO.,Routine,01/30/2017,92,75206,5531 E UNIVERSITY BLVD,Jan 2017,FY2017
LA ZONA ROSA CABARET,Routine,09/21/2018,96,75247,1676 REGAL ROW,Sep 2018,FY2018
PIZZA HUT #034552,Routine,06/11/2018,87,75201,2025 CEDAR SPRINGS RD #A,Jun 2018,FY2018
LA OFICINA BAR & GRILL,Routine,01/06/2018,86,75220,1818 STOREY LN STE #900,Jan 2018,FY2018
RBC,Routine,08/17/2018,97,75226,2617 COMMERCE ST,Aug 2018,FY2018
BECKS PRIME,Routine,07/13/2017,89,75230,5931 FOREST LN,Jul 2017,FY2017
THE EXECUTIVE SNACK SHOP,Routine,12/05/2016,80,75204,4144 N CENTRAL EXPW #150,Dec 2016,FY2017
WHOLE FOODS MARKET (BAKERY),Routine,11/28/2017,90,75231,8190 PARK LN #351,Nov 2017,FY2018
SOUTHERN EATS,Routine,04/30/2019,82,75237,4353 GANNON LN #101,Apr 2019,FY2019
JAKE'S HAMBURGERS,Routine,08/20/2018,92,75206,2422 N HENDERSON AVE,Aug 2018,FY2018
MIAKO TERIYAKI,Routine,05/22/2018,93,75211,2626 S WESTMORELAND RD #600,May 2018,FY2018
TEXAS LANGUAGE CHARTER S,Routine,10/03/2017,90,75208,831 W TENTH ST,Oct 2017,FY2018
BUZZBREWS #5 VICTORY,Routine,12/04/2017,82,75219,2300 VICTORY PARK LN,Dec 2017,FY2018
MALONE'S COST PLUS #7 (PRODUCE),Routine,10/26/2017,94,75217,333 S ST AUGUSTINE RD STE 129,Oct 2017,FY2018
SUBWAY SANDWICHES,Routine,04/25/2017,87,75237,4353 GANNON LN #102,Apr 2017,FY2017
LUCK RESTAURANT,Routine,04/11/2019,83,75212,3011 GULDEN LN #112,Apr 2019,FY2019
PERA,Follow-up,09/22/2017,66,75206,2405 N HENDERSON AVE,Sep 2017,FY2017
COTTON BOWL STAND #9,Routine,03/05/2019,100,75226,0 FAIR PARK,Mar 2019,FY2019
KFC,Routine,04/22/2017,96,75243,9465 FOREST LN,Apr 2017,FY2017
I-30 BINGO,Routine,11/23/2018,92,75228,8105 E RL THORNTON FRWY,Nov 2018,FY2019
7-ELEVEN #22788B,Routine,01/15/2019,96,75254,5365 SPRING VALLEY RD #101,Jan 2019,FY2019
CAFE SALSEPA,Follow-up,12/12/2016,70,75226,2610 ELM ST,Dec 2016,FY2017
MEAT/SEAFOOD,Routine,05/03/2017,97,76244,4062 LBJ FRWY,May 2017,FY2017
FAMILY DOLLAR,Routine,12/18/2018,89,75216,2618 S LANCASTER RD,Dec 2018,FY2019
HOTEL CRESCENT COURT - MAIN KITCHEN,Routine,09/20/2017,96,75201,400 CRESCENT CT,Sep 2017,FY2017
THE SIXTH ST BAR & GRILL DALLAS,Routine,11/17/2016,80,75201,3005 ROUTH ST,Nov 2016,FY2017
BROTHERHOOD FOOD MART,Routine,02/19/2019,83,75210,2803 LAGOW ST,Feb 2019,FY2019
ALFREDO'S PIZZA & PASTA,Routine,12/22/2016,81,75252,4043 TRINITY MILLS RD #108,Dec 2016,FY2017
DREAM CAFE,Routine,11/20/2018,75,75214,6465 E MOCKINGBIRD LN STE #380,Nov 2018,FY2019
TOM THUMB #3582 BAKERY,Routine,08/16/2017,95,75252,18212 PRESTON RD,Aug 2017,FY2017
WOODLANDS,Routine,01/18/2018,90,75230,6073 FOREST LN,Jan 2018,FY2018
SNAPPY SALADS,Routine,01/23/2019,96,75206,5941 GREENVILLE AVE,Jan 2019,FY2019
TOM THUMB #3614,Routine,05/23/2017,89,75208,315 S HAMPTON RD,May 2017,FY2017
ST MARY OF CARMEL SCHOOL,Routine,10/17/2016,96,75212,1716 SINGLETON BLVD,Oct 2016,FY2017
APATZINGAN TAQUERIA,Routine,01/13/2019,94,75220,9732 WEBB CHAPEL RD,Jan 2019,FY2019
BELLATRINO PIZZERIA & CUCINA,Routine,07/15/2017,85,75201,920 S HARWOOD ST #201,Jul 2017,FY2017
SAM'S CLUB BAKERY,Routine,01/26/2018,91,75237,2900 W WHEATLAND RD,Jan 2018,FY2018
SALATA,Routine,01/16/2019,98,75201,1700 PACIFIC AVE #C105,Jan 2019,FY2019
HARRY STONE ELEMENTARY,Routine,10/05/2017,93,75216,4747 VETERANS DR,Oct 2017,FY2018
LESLIE'S BAKERY,Routine,11/14/2017,80,75220,2915 COMMUNITY DR #102,Nov 2017,FY2018
LITTLE CAESARS PIZZA,Routine,07/27/2018,97,75235,2515 INWOOD RD #105,Jul 2018,FY2018
RITZ CARLTON HOTEL MEETING ROOM,Routine,05/25/2018,90,75201,2121 MCKINNEY AVE #101,May 2018,FY2018
7-ELEVEN CONVENIENE STORE #39412,Routine,06/27/2017,87,75217,440 S BUCKNER BLVD #101,Jun 2017,FY2017
LEKKA,Routine,11/15/2017,82,75252,17606 PRESTON RD,Nov 2017,FY2018
S T DELI,Routine,10/03/2018,97,75240,13760 NOEL RD #102,Oct 2018,FY2019
BAYLOR UNIVERSITY MED CTR 17TH,Routine,03/20/2019,93,75246,3500 GASTON AVE,Mar 2019,FY2019
T R HOOVER MULTI-PURPOSE,Routine,11/19/2016,93,75215,5106 BEXAR ST,Nov 2016,FY2017
TORTAS LA HECHIZERA,Routine,11/01/2018,86,75240,13531 MONTFORT DR #127,Nov 2018,FY2019
LAKE HIGHLANDS #1 GYM,Routine,07/24/2017,97,75238,9449 CHURCH RD,Jul 2017,FY2017
ELROD'S COST PLUS,Routine,06/29/2017,95,75217,1314 S BUCKNER BLVD,Jun 2017,FY2017
HOTEL CRESCENT COURT (BASEMENT),Routine,09/20/2017,94,75201,400 CRESCENT CT,Sep 2017,FY2017
W O A DIPPIN DOTS,Routine,02/09/2018,95,75203,650 S RL THORNTON FRWY,Feb 2018,FY2018
LA NUEVA FRESH & HOT,Routine,09/14/2017,90,75220,9625 WEBB CHAPEL RD #200,Sep 2017,FY2017
CONCESSION STAND VISTORS,Routine,10/11/2017,92,75232,9191 S POLK ST,Oct 2017,FY2018
BASKIN ROBBINS,Routine,11/17/2016,94,75225,8411 PRESTON RD #120,Nov 2016,FY2017
7-ELEVEN,Routine,02/07/2018,96,75220,1985 W NORTHWEST HWY,Feb 2018,FY2018
TARGET  T3292,Routine,11/20/2018,96,75225,8335 WESTCHESTER DR #200,Nov 2018,FY2019
ROYAL OAKS POOL SNACK BAR,Routine,09/22/2017,92,75231,7915 GREENVILLE AVE,Sep 2017,FY2017
SONIC DRIVE-IN #3205,Routine,11/22/2016,67,75237,2960 W WHEATLAND RD,Nov 2016,FY2017
SHELL C F HAWN (DELI),Routine,10/12/2018,92,75217,9512 C F HAWN FRWY,Oct 2018,FY2019
H GRADY SPRUCE HIGH,Routine,11/08/2018,95,75217,9733 S SEAGOVILLE RD,Nov 2018,FY2019
LA HUESTECA TACO Y TORTAS,Routine,01/25/2017,82,75223,723 S BEACON ST,Jan 2017,FY2017
LA TIENDA CAMPINA,Routine,11/20/2018,94,75208,1408 W DAVIS ST #A,Nov 2018,FY2019
FAT RABBIT KITCHEN,Routine,03/30/2017,91,75201,2533 MCKINNEY AVE,Mar 2017,FY2017
ROMAN CUCIZA,Routine,01/04/2017,89,75248,7989 BELTLINE RD #315,Jan 2017,FY2017
MCDONALDS,Routine,07/24/2017,90,75218,9403 GARLAND RD,Jul 2017,FY2017
SAMS CLUB #6482 - ROTISSERIE,Routine,01/23/2018,98,75227,5555 S BUCKNER BLVD,Jan 2018,FY2018
PANDA EXPRESS #1374,Routine,08/08/2017,96,75211,4390 DALLAS FT WORTH TPKE #300,Aug 2017,FY2017
CICI'S PIZZA RESTAURANT,Routine,12/06/2018,91,75208,4398 DALLAS FT WORTH TPKE 102,Dec 2018,FY2019
FOCUS LEARNING ACADEMY,Routine,04/25/2017,95,75233,4329 S HAMPTON RD GYM,Apr 2017,FY2017
DALLAS PETRO CLUB,Routine,12/06/2016,100,75201,2200 ROSS AVE 3900,Dec 2016,FY2017
BLACKFRIAR PUB,Routine,12/11/2017,92,75204,2621 MCKINNEY AVE,Dec 2017,FY2018
EL POLLO REGIO,Routine,05/16/2018,84,75231,6614 E NORTHWEST HWY,May 2018,FY2018
HERRERA'S #3,Routine,07/20/2018,90,75233,2853 W ILLINOIS AVE,Jul 2018,FY2018
MANNY'S UPTOWN TEX-MEX,Routine,07/19/2018,91,75248,7601 CAMPBELL RD #725,Jul 2018,FY2018
KOMART MARKET PLACE (GROCERY),Routine,09/27/2017,91,75229,2240 ROYAL LN #306,Sep 2017,FY2017
POP'S CORN SHOP,Routine,08/17/2017,95,75202,1201 MAIN ST #P-25,Aug 2017,FY2017
OH DONUTS,Routine,06/26/2018,95,75217,2236 S BUCKNER BLVD,Jun 2018,FY2018
EMBASSY SUITES DALLAS LOVE FIELD (1ST FLOOR BUFFET),Routine,12/13/2016,90,75209,3880 W NORTHWEST HWY,Dec 2016,FY2017
MEAT,Routine,07/10/2018,97,75249,7075 W WHEATLAND RD,Jul 2018,FY2018
MAMA MIA'S PIZZA,Routine,12/20/2018,90,75226,2935 ELM ST,Dec 2018,FY2019
EL PAISA COCINA,Routine,04/02/2019,92,75220,10091 HARRY HINES BLVD,Apr 2019,FY2019
TOM THUMB #2534 MEAT,Routine,12/27/2018,100,75214,6333 E MOCKINGBIRD LN,Dec 2018,FY2019
J & J SUBWAY,Routine,07/11/2018,80,75204,2711 N HASKELL AVE STE #C3,Jul 2018,FY2018
STEMMON'S CAFE & GRILL,Routine,02/01/2017,83,75207,2777 N STEMMONS FRWY #157,Feb 2017,FY2017
HYPNOTIC EMPORIUM,Routine,03/08/2019,94,75218,9005 GARLAND RD,Mar 2019,FY2019
C ROLLS SUSHI,Routine,06/02/2017,84,75252,18101 PRESTON RD #300,Jun 2017,FY2017
OAK CLIFF BIBLE FELLOWSHIP (BLDG A),Routine,10/26/2018,97,75232,1808 W CAMP WISDOM RD,Oct 2018,FY2019
FOREST LANE MART,Routine,12/12/2018,89,75243,9791 FOREST LN,Dec 2018,FY2019
7-ELEVEN,Routine,09/24/2018,81,75208,1023 S HAMPTON RD,Sep 2018,FY2018
DAVIS FOOD MART VALERO,Routine,02/17/2017,87,75211,6011 W DAVIS ST,Feb 2017,FY2017
ANNIE'S CULINARY CREATIONS,Routine,12/23/2016,96,75206,1908 N HENDERSON AVE E,Dec 2016,FY2017
FUEL CITY,Routine,03/18/2019,95,75207,801 S RIVERFRONT BLVD,Mar 2019,FY2019
THE ALCOVE,Routine,08/14/2018,88,75204,2907 STATE ST,Aug 2018,FY2018
EDIBLE ARRANGEMENTS,Routine,06/28/2018,94,75252,18101 PRESTON RD #209,Jun 2018,FY2018
VALERO CORNER STORE #2276,Routine,04/23/2018,87,75224,2523 S HAMPTON RD,Apr 2018,FY2018
ALICE,Routine,04/27/2017,81,75204,1623 N HALL ST #103,Apr 2017,FY2017
BONNIE VIEW SHELL,Routine,11/20/2017,89,75241,7410 BONNIE VIEW RD,Nov 2017,FY2018
FANTASY CAKES,Routine,01/26/2017,90,75229,2534 ROYAL LN #A-10,Jan 2017,FY2017
CHEVRON,Routine,07/31/2018,89,75220,2332 W NORTHWEST HWY,Jul 2018,FY2018
NESTLE TOLLHOUSE CAFE BY CHIP -KIOSK,Routine,02/27/2017,92,75240,13350 DALLAS PKWY #2255,Feb 2017,FY2017
CHICK-FIL-A,Routine,01/09/2018,97,75202,1201 ELM ST #LL06,Jan 2018,FY2018
NEW WOK EXPRESS,Routine,02/15/2018,87,75217,1212 S BUCKNER BLVD,Feb 2018,FY2018
START,Routine,04/28/2017,86,75206,4814 GREENVILLE AVE,Apr 2017,FY2017
JARAMS,Routine,10/18/2017,96,75252,17459 PRESTON RD,Oct 2017,FY2018
STARBUCKS 1ST FL,Routine,01/09/2017,97,75231,7502 GREENVILLE AVE #200,Jan 2017,FY2017
PAYLESS CONVENIENCE,Routine,03/26/2019,80,75246,205 N CARROLL AVE,Mar 2019,FY2019
MURPHY'S DELI,Routine,05/21/2018,84,75243,12001 N CENTRAL EXPW #295,May 2018,FY2018
FRUITLANDIA/WATER INN,Routine,09/12/2018,81,75240,14215 COIT RD,Sep 2018,FY2018
ACCENT FOOD SERVICES-GRANITE LEE,Routine,03/29/2018,93,75219,3333 LEE PARK WAY,Mar 2018,FY2018
HUAPANGO MEXICAN CUISINE,Routine,11/20/2018,89,75229,2971 WALNUT HILL LN,Nov 2018,FY2019
ANTOJITOS AZTECA,Routine,10/03/2017,80,75211,2838 W CLARENDON DR,Oct 2017,FY2018
DALLAS ARBORETUM - DINING PAVILION,Routine,10/27/2016,87,75205,8657 GARLAND RD,Oct 2016,FY2017
THE THEODORE,Routine,12/19/2017,71,75225,8687 N CENTRAL EXPW STE #1804,Dec 2017,FY2018
GREENVILLE AVENUE PIZZA COMPANY,Routine,03/08/2018,87,75218,1145 PEAVY RD,Mar 2018,FY2018
EL EMPERADOR,Routine,10/12/2018,74,75220,10229 HARRY HINES BLVD,Oct 2018,FY2019
SAM'S CHEVRON,Routine,01/26/2017,91,75235,3100 W MOCKINGBIRD LN,Jan 2017,FY2017
RENO'S CHOP AND SALOON,Routine,05/27/2017,92,75226,210 N CROWDUS ST,May 2017,FY2017
DON TACO,Routine,10/06/2016,80,75224,3806 S POLK ST,Oct 2016,FY2017
SUBWAY SANDWICHES,Routine,08/10/2018,95,75220,2445 W NORTHWEST HWY #107,Aug 2018,FY2018
CAFE DONUTS,Routine,10/25/2016,88,75247,3260 IRVING BLVD #200,Oct 2016,FY2017
CAFE BRAZIL,Routine,06/07/2018,90,75208,611 N BISHOP AVE 101,Jun 2018,FY2018
STRATOS BAR & GRILL,Routine,03/01/2017,91,75220,2907 W NORTHWEST HWY,Mar 2017,FY2017
HEROS SPORTS GRILL,Routine,01/19/2017,95,75231,7402 GREENVILLE AVE #230,Jan 2017,FY2017
AKIBA YAUNEH ACADEMY,Routine,05/14/2018,86,75251,12324 MERIT DR,May 2018,FY2018
KNL DINER & GRILL,Routine,08/22/2018,95,75215,4310 S MALCOLM X BLVD,Aug 2018,FY2018
SUBWAY (INSIDE WAL-MART),Routine,11/05/2018,94,75244,4122 LBJ FRWY #115,Nov 2018,FY2019
WHOLE FOODS MARKET-MEAT DEPT.,Routine,01/09/2019,90,75230,11700 PRESTON RD 714,Jan 2019,FY2019
ROYAL CHOPSTIX,Routine,10/16/2018,92,75220,9625 WEBB CHAPEL RD #400,Oct 2018,FY2019
LA ZONA ROSA CABARET,Routine,03/06/2018,91,75247,1676 REGAL ROW,Mar 2018,FY2018
CASHSAVER PRODUCE,Routine,11/13/2018,96,75216,2130 E LEDBETTER DR,Nov 2018,FY2019
STOP & SHOP,Routine,01/12/2017,96,75217,1313 N JIM MILLER RD,Jan 2017,FY2017
GEMMA,Routine,03/20/2019,93,75206,2323 N HENDERSON AVE #109,Mar 2019,FY2019
ZAMYKAL GOURMET,Routine,09/22/2017,81,75248,5181 KELLER SPRINGS #103,Sep 2017,FY2017
WAL-MART #3015 - PRODUCE,Routine,10/24/2017,100,75227,2827 S BUCKNER BLVD,Oct 2017,FY2018
THE SIXTH ST BAR & GRILL DALLAS,Routine,12/28/2018,88,75201,3005 ROUTH ST,Dec 2018,FY2019
CIELO CREATIONS,Routine,02/04/2018,80,75204,2711 N HASKELL AVE #C3,Feb 2018,FY2018
LAS MANANITAS MEX FOOD,Routine,08/24/2017,80,75211,4444 W ILLINOIS AVE #306,Aug 2017,FY2017
SONIC DRIVE IN,Routine,05/17/2017,96,75231,7071 GREENVILLE AVE,May 2017,FY2017
BIG D FOOD STORE,Routine,12/29/2016,92,75228,11555 FERGUSON RD #100,Dec 2016,FY2017
DOLLAR TREE,Routine,01/18/2018,90,75206,5334 ROSS AVE #700,Jan 2018,FY2018
APPLEBEE'S,Routine,09/06/2018,91,75211,3426 W ILLINOIS AVE,Sep 2018,FY2018
SUBWAY,Routine,12/15/2017,85,75243,9730 ABRAMS RD #109,Dec 2017,FY2018
AU BON PAIN - KIOSK,Routine,08/21/2018,76,75231,8200 WALNUT HILL LN,Aug 2018,FY2018
HOT DONUTS & BAKERY,Routine,01/07/2017,91,75238,12915 JUPITER RD,Jan 2017,FY2017
EL RANCHO #19 MEAT & SEAFOOD,Routine,08/29/2018,87,75228,2550 GUS THOMASSON RD,Aug 2018,FY2018
FAMILY DOLLAR STORE #5441,Routine,06/14/2018,91,75238,9711 PLANO RD,Jun 2018,FY2018
FOX & HOUND,Routine,10/17/2017,90,75252,18918 MIDWAY RD #200,Oct 2017,FY2018
FOODWORKS DALLAS KITCHEN #3,Routine,01/23/2018,96,75234,11830 WEBB CHAPEL RD #1200,Jan 2018,FY2018
HAPPY DOG'S,Routine,10/12/2017,93,75220,10788 HARRY HINES BLVD #H16,Oct 2017,FY2018
D J BLACK JACK PIZZA,Routine,04/05/2018,86,75215,2536 MLK BLVD,Apr 2018,FY2018
CLUB DADA,Routine,02/28/2019,97,75226,2720 ELM ST #101,Feb 2019,FY2019
BURGER KING,Routine,05/08/2019,88,75240,14010 COIT RD,May 2019,FY2019
KING OF DIAMONDS,Routine,08/10/2018,91,75247,9009 SOVEREIGN ROW #B,Aug 2018,FY2018
EL RINCONSITO,Routine,03/23/2017,82,75223,3438 SAMUELL BLVD,Mar 2017,FY2017
BLUFFVIEW GROWLER,Routine,04/03/2018,97,75220,3850 W NORTHWEST HWY #1190,Apr 2018,FY2018
FA13736 CAFE ON THE GREEN KIOSK,Routine,07/25/2018,93,75218,8525 GARLAND RD,Jul 2018,FY2018
FUJI FOOD,Routine,07/08/2017,97,75231,6185 RETAIL RD #110,Jul 2017,FY2017
ST PATRICK'S CAFETERIA,Routine,03/28/2019,96,75238,9635 FERNDALE RD,Mar 2019,FY2019
"""LET'S DO LUNCH""",Routine,02/09/2018,91,75235,1720 REGAL ROW #105,Feb 2018,FY2018
TROPHY ROOM,Routine,10/31/2016,95,75205,2714 MCKINNEY AVE,Oct 2016,FY2017
MUNDO LATINO,Routine,05/04/2018,94,75240,13523 MONTFORT PL,May 2018,FY2018
NORTHPOINT DELI,Routine,06/28/2017,98,75234,12005 FORD RD #170,Jun 2017,FY2017
HUB FOOD STORE #3,Routine,04/16/2018,84,75204,2801 N FITZHUGH AVE,Apr 2018,FY2018
ST THOMAS SCHOOL,Routine,11/14/2016,94,75214,3741 ABRAMS RD,Nov 2016,FY2017
FORMOSA EXPRESS,Routine,09/18/2017,88,75227,5405 N JIM MILLER RD,Sep 2017,FY2017
MURPHY'S DELI,Routine,10/16/2018,88,75247,8200 BROOKRIVER DR #N106,Oct 2018,FY2019
ROCKFISH SEAFOOD GRILL #2,Routine,04/17/2017,80,75248,7639 CAMPBELL RD #800,Apr 2017,FY2017
UNDICI'S,Routine,11/03/2016,98,75207,2050 N STEMMONS FRWY FL 11TH,Nov 2016,FY2017
DON TACO,Routine,04/30/2019,81,75211,2450 S COCKRELL HILL RD,Apr 2019,FY2019
TIENDA Y RESTAURANTE LA CAMPIñA SAL,Routine,04/10/2017,81,75229,10818 DENNIS RD 102,Apr 2017,FY2017
WOLFGANG PUCK LEVEL 18 YAKATORI & SUSHI BAR,Routine,10/24/2018,95,75202,300 REUNION BLVD E,Oct 2018,FY2019
SUZE,Routine,08/22/2018,77,752203832,4343 W NORTHWEST HWY #300,Aug 2018,FY2018
PRIVATE KITCHEN & DINNER ROOM,Routine,08/29/2018,87,75236,3635 DAN MORTON DR 1FL,Aug 2018,FY2018
WALKER'S BARBEQUE,Routine,04/17/2018,88,75215,4715 S MALCOLM X BLVD,Apr 2018,FY2018
O'RILEY'S PUB,Routine,12/11/2017,81,75243,8989 FOREST LN #120,Dec 2017,FY2018
MESERO MEXICAN MENU,Routine,01/18/2019,94,75209,5330 W LOVERS LN #112B,Jan 2019,FY2019
TAQUERIA'S ROJAS,Routine,04/16/2019,90,75217,1328 N JIM MILLER RD #101,Apr 2019,FY2019
WINGSTOP RESTAURANT,Routine,06/15/2017,89,75211,4351 DALLAS FT WORTH TPKE STE #110,Jun 2017,FY2017
THE CAFE AT 9400 - KIOSK,Routine,12/18/2018,98,75231,9400 N CENTRAL EXPW,Dec 2018,FY2019
BURGER KING,Routine,03/11/2017,95,75243,11830 N CENTRAL EXPW,Mar 2017,FY2017
QUIZNO'S #1010,Routine,12/13/2017,95,75201,325 N SAINT PAUL ST #P5,Dec 2017,FY2018
FAMILY DOLLAR STORE #23797,Routine,02/27/2017,85,75224,3289 S POLK ST,Feb 2017,FY2017
DAILY MART,Routine,04/20/2017,95,75227,2963 BELLE STARR DR,Apr 2017,FY2017
NEIMAN MARCUS MERMAID BAR,Routine,05/08/2017,93,75225,400 NORTHPARK S/C 1ST F,May 2017,FY2017
JACK IN THE BOX #3733,Routine,01/08/2019,93,75287,18220 DALLAS PKWY,Jan 2019,FY2019
EL MAYOREO MEAT MARKET,Routine,03/01/2018,96,15751,1105 S WALTON WALKER BLVD,Mar 2018,FY2018
WHOLE FOODS MARKET-MEAT DEPT.,Routine,06/16/2017,93,75230,11700 PRESTON RD 714,Jun 2017,FY2017
SUBWAY SANDWICHES,Routine,10/13/2016,85,75224,655 W ILLINOIS AVE 116,Oct 2016,FY2017
JUICE BOX,Routine,12/05/2016,85,75225,8687 N CENTRAL EXPW #2372,Dec 2016,FY2017
DEEP CUTS,Routine,11/01/2018,94,75248,7989 BELTLINE RD #146,Nov 2018,FY2019
MALONE'S COST PLUS #3 (MEAT MARKET),Routine,03/06/2017,85,75224,3939 S POLK ST #323,Mar 2017,FY2017
W W BUSHMAN ELEMENTARY,Routine,10/09/2018,95,75216,4200 BONNIE VIEW RD,Oct 2018,FY2019
RONALD E MCNAIR ELEM SCH,Routine,05/18/2018,94,75237,3150 BAINBRIDGE AVE,May 2018,FY2018
ODDFELLOW'S,Routine,03/30/2017,78,75208,316 W SEVENTH ST,Mar 2017,FY2017
E H CARY JR HIGH,Routine,05/09/2019,97,75229,3978 KILLION DR,May 2019,FY2019
ASCENSION COFFEE,Routine,06/23/2017,91,75201,200 CRESCENT CT #40,Jun 2017,FY2017
MURPHY'S DELI,Routine,11/13/2017,73,75251,12770 MERIT DR #112,Nov 2017,FY2018
BEYOND THE BUTCHER,Routine,02/01/2018,99,75201,920 S HARWOOD ST #168,Feb 2018,FY2018
ORS OCEAN RESOURCE SEAFOOD,Routine,06/27/2017,99,75226,1805 CHESTNUT ST,Jun 2017,FY2017
7-11,Routine,04/20/2017,93,75209,5123 W LOVERS LN,Apr 2017,FY2017
HI FLAMEZ,Routine,08/07/2017,85,75217,832 HOLOCOMB RD,Aug 2017,FY2017
7-ELEVEN CONVENIENCE STORE #23379B,Routine,07/18/2017,88,75217,7037 LAKE JUNE RD,Jul 2017,FY2017
RITZ CARLTON HOTEL-CLUB LOUNGE,Routine,11/29/2017,98,75201,2121 MCKINNEY AVE #101,Nov 2017,FY2018
EAST GRAND CANTINA,Routine,11/23/2018,96,75223,5623 E GRAND AVE,Nov 2018,FY2019
MCDONALDS,Routine,02/02/2017,96,75217,8055 S LOOP 12,Feb 2017,FY2017
KING OF GLORY LUTHERAN,Routine,11/16/2017,90,75240,6411 LBJ FRWY,Nov 2017,FY2018
MCDONALD'S RESTAURANT,Routine,11/28/2017,90,75231,6950 GREENVILLE AVE,Nov 2017,FY2018
LIVE OAK GAS & MORE,Routine,09/26/2017,98,75204,4423 LIVE OAK ST,Sep 2017,FY2017
WHICH WICH,Routine,02/08/2018,92,75231,8687 N CENTRAL EXPW #2376,Feb 2018,FY2018
HOWARD WANG'S UPTOWN,Routine,09/13/2017,85,75204,3223 LEMMON AVE 103,Sep 2017,FY2017
